Animal,runno,Day,Acq Number,genotype,sex,age,age_group,Pool time,Pool Distance,NW Time,NW Distance,NE Time,NE Distance,SE Time,SE Distance,SW Time,SW Distance,NormSWTime,NormSWDist,Average Pool Speed,Average SW Speed
161107_2,N54714/N54916,Day2,3,4,F,383,old,41,33.364,23.7,13.831,2.4,1.114,6.9,9.865,8.1,8.554,0.1975609756,0.2563841266,0.8137560976,1.0560493827
161107_3,N54717,Day2,3,4,F,383,old,60,77.478,33.6,37.854,23.1,33.299,3.2,6.325,0,0,0,0,1.2913,
161107_4,N54715/N54917,Day2,3,4,M,379,old,60,96.782,12.7,20.844,10.1,21.697,15.7,23.597,21.5,30.644,0.3583333333,0.3166291253,1.6130333333,1.4253023256
161107_5,N54718//N54721,Day2,3,4,M,379,old,14.1,18.222,0,0,2.6,3.376,1.2,2.622,10.3,12.225,0.7304964539,0.670892328,1.2923404255,1.1868932039
161107_6,N54719,Day2,3,4,M,379,old,60,93.341,12.2,15.469,15.9,24.253,13.4,22.221,18.5,31.398,0.3083333333,0.3363795117,1.5556833333,1.6971891892
161107_7,N54720,Day2,3,4,M,379,old,50.8,59.125,19.1,25.761,21.2,21.959,4.7,6.719,5.9,4.687,0.1161417323,0.0792727273,1.1638779528,0.7944067797
161107_8,N54722,Day2,3,4,M,379,old,60,113.464,13.1,26.94,14.8,30.218,7.9,18.452,24.2,37.854,0.4033333333,0.3336212367,1.8910666667,1.564214876
170123_1,N54760/N54754/N54755,Day2,3,0,F,400,old,37.6,,37.6,0,0,0,0,0,0,0,0,,,
170123_2,N54757/N54759,Day2,3,0,F,400,old,7.8,1.737,7.8,1.737,0,0,0,0,0,0,0,0,0.2226923077,
170123_3,N54765,Day2,3,0,F,400,old,39,,39,0,0,0,0,0,0,0,0,,,
170123_4,N54766,Day2,3,4,M,396,old,45.6,48.637,16.1,21.828,14.1,13.437,1.8,2.065,13.6,11.307,0.298245614,0.2324773321,1.0666008772,0.8313970588
170123_5,N54770,Day2,3,4,M,396,old,31.9,24.974,21.6,19.304,1.8,3.114,0,0,8.5,2.556,0.2664576803,0.1023464403,0.7828840125,0.3007058824
170123_6,N54761,Day2,3,4,F,396,old,60,64.467,26.9,19.075,10.7,14.06,13.3,17.01,9.1,14.322,0.1516666667,0.222160175,1.07445,1.5738461538
170123_7,N54762,Day2,3,4,F,396,old,60,68.727,58.2,67.056,1.8,1.671,0,0,0,0,0,0,1.14545,
170123_8,N54763,Day2,3,4,F,396,old,15.9,20.189,8.4,11.963,3.3,6.194,0,0,4.2,2.032,0.2641509434,0.1006488682,1.2697484277,0.4838095238
170123_9,N54764,Day2,3,4,F,396,old,20.5,27.399,14.2,21.959,0.6,0.59,0,0,5.8,4.851,0.2829268293,0.1770502573,1.3365365854,0.8363793103
170123_10,N54771,Day2,3,3,F,388,old,13.6,25.826,4.6,11.242,4.3,10.258,0.9,2.327,3.8,1.999,0.2794117647,0.0774026175,1.8989705882,0.5260526316
170123_11,N54772,Day2,3,3,F,388,old,42.5,75.25,13.8,22.876,9.6,18.878,7.2,15.142,11.8,18.354,0.2776470588,0.2439069767,1.7705882353,1.5554237288
170123_12,,Day2,3,3,F,388,old,60,112.907,24.8,41.656,8.5,16.911,14.4,29.398,12.2,24.941,0.2033333333,0.2208986157,1.8817833333,2.0443442623
170206_1,N54798,Day2,3,3,F,394,old,16.9,15.207,12.8,12.815,0,0,0,0,4.1,2.393,0.2426035503,0.1573617413,0.8998224852,0.5836585366
170206_2,N54805/N54800,Day2,3,3,F,394,old,60,90.162,17.7,27.071,6.6,12.159,5.5,11.635,30.2,39.296,0.5033333333,0.4358377143,1.5027,1.301192053
170206_3,N54801,Day2,3,3,M,393,old,8.4,12.225,3.4,7.833,0,0,0,0,5,4.392,0.5952380952,0.3592638037,1.4553571429,0.8784
170206_4,N54802,Day2,3,3,M,393,old,43.6,53.127,20,28.809,0,0,0,0,23.6,24.318,0.5412844037,0.4577333559,1.2185091743,1.0304237288
170206_5,N54803,Day2,3,3,M,393,old,9,11.242,2.5,4.326,0,0,0,0,6.6,6.915,0.7333333333,0.615104074,1.2491111111,1.0477272727
170206_6,N54804,Day2,3,3,M,383,old,41.1,75.545,9.2,14.716,2.9,6.555,9.1,19.992,19.9,34.282,0.4841849148,0.4537957509,1.8380778589,1.7227135678
170206_7,N54806,Day2,3,3,M,383,old,16.6,25.793,10.6,21.172,1.4,1.508,0,0,4.6,3.114,0.2771084337,0.1207304307,1.5537951807,0.6769565217
170206_8,N54807,Day2,3,3,M,383,old,33.9,62.763,15.3,30.251,3.7,7.145,1.6,3.277,13.2,22.09,0.389380531,0.3519589567,1.8514159292,1.6734848485
170206_9,N54818,Day2,3,0,M,367,old,14.8,19.009,7.8,12.815,3.1,4.097,0,0,4,2.098,0.2702702703,0.1103687727,1.2843918919,0.5245
170206_10,N54824,Day2,3,0,M,367,old,60,110.056,23,37.002,9.8,20.189,5.8,13.896,21.5,38.969,0.3583333333,0.3540833757,1.8342666667,1.8125116279
170206_11,N54825,Day2,3,0,M,367,old,32.3,48.113,15.1,25.302,0,0,2,2.524,15.2,20.287,0.4705882353,0.4216531914,1.4895665635,1.3346710526
170206_12,N54826,Day2,3,0,M,367,old,23.6,38.379,4.7,9.341,5,9.931,2.9,7.046,11,12.061,0.4661016949,0.3142604028,1.6262288136,1.0964545455
170227_1,N54859,Day2,3,0,F,120,young,42.2,54.93,15.6,23.761,5.5,10.553,8.6,11.897,12.5,8.718,0.2962085308,0.1587110868,1.3016587678,0.69744
170227_2,N54860,Day2,3,0,F,120,young,60,106.877,17.2,22.581,15.6,30.611,11.2,24.777,16.1,28.907,0.2683333333,0.2704697924,1.7812833333,1.7954658385
170227_3,N54861,Day2,3,0,F,120,young,10.3,5.604,0,0,0,0,1,5.604,9.3,0,0.9029126214,0,0.5440776699,0
170227_4,N54873,Day2,3,0,F,120,young,9,12.421,0.5,1.213,0.3,0.361,3.2,6.85,5,3.998,0.5555555556,0.3218742452,1.3801111111,0.7996
170227_5,N54874,Day2,3,0,F,120,young,8.8,10.062,0,0,1.6,4.097,1.1,2.851,6.1,3.114,0.6931818182,0.3094812165,1.1434090909,0.5104918033
170227_6,N54875,Day2,3,0,M,120,young,60,99.109,42.2,70.825,9.4,17.108,0,0,8.5,11.176,0.1416666667,0.1127647338,1.6518166667,1.3148235294
170227_7,N54876,Day2,3,0,M,120,young,28.3,35.167,0,0,5.1,3.376,8.3,14.355,14.9,17.436,0.5265017668,0.495805727,1.2426501767,1.1702013423
170227_8,N54877,Day2,3,0,M,120,young,14.5,17.829,0,0,0,0,9,13.142,5.5,4.687,0.3793103448,0.2628863088,1.2295862069,0.8521818182
170227_9,N54879,Day2,3,0,M,120,young,9.5,11.242,0,0,0.3,0,3.9,7.604,5.4,3.638,0.5684210526,0.323607899,1.1833684211,0.6737037037
170227_10,N54880,Day2,3,0,M,120,young,53.7,82.984,13.3,22.483,8.9,15.732,11.1,18.222,20.4,26.547,0.3798882682,0.3199050419,1.5453258845,1.3013235294
170313_1,N54837,Day2,3,0,F,380,old,26.3,13.765,13.3,5.473,13,8.292,0,0,0,0,0,0,0.5233840304,
170313_2,N54838,Day2,3,0,F,380,old,16.2,13.372,0,0,0,0,9.3,8.423,6.9,4.949,0.4259259259,0.3701017051,0.8254320988,0.7172463768
170313_3,N54843,Day2,3,0,M,380,old,60,23.139,0,0,32.2,13.569,9.6,9.57,18.2,0,0.3033333333,0,0.38565,0
170313_4,N54844,Day2,3,0,M,380,old,60,93.406,19,29.759,9.7,17.272,10.2,17.075,21,29.3,0.35,0.3136843458,1.5567666667,1.3952380952
170313_5,N54856,Day2,3,0,M,380,old,33.3,55.159,6,10.619,7.3,13.405,6.9,13.569,13.2,17.567,0.3963963964,0.3184793053,1.6564264264,1.3308333333
170313_6,N54857,Day2,3,0,M,380,old,34.8,50.636,7,10.193,7.9,12.782,10.3,15.306,9.7,12.356,0.2787356322,0.244016115,1.4550574713,1.273814433
170313_7,N54858,Day2,3,0,M,380,old,14.6,17.993,0.5,0.754,4.4,6.522,3.6,4.982,6,5.735,0.4109589041,0.3187350636,1.2323972603,0.9558333333
170501_3,N54891/N54900LRspecific,Day2,3,0,M,381,old,30.1,35.888,3.6,4.457,16.3,16.256,3.3,7.571,6.9,7.604,0.2292358804,0.2118814088,1.1922923588,1.1020289855
170501_4,N54892,Day2,3,0,F,381,old,60,124.444,14.5,35.658,12.9,26.777,16.8,29.595,15.8,32.414,0.2633333333,0.2604705731,2.0740666667,2.0515189873
170501_5,N54893,Day2,3,0,M,381,old,9.3,11.143,0,0,1.5,2.491,3.5,5.408,4.3,3.245,0.4623655914,0.2912142152,1.198172043,0.7546511628
170501_6,N54897,Day2,3,0,M,381,old,60,105.467,12.3,26.645,12.6,22.188,13.2,22.909,21.8,33.725,0.3633333333,0.3197682687,1.7577833333,1.5470183486
170501_7,N54898,Day2,3,0,F,381,old,60,104.746,16,33.069,13.3,21.959,23.1,37.33,7.6,12.389,0.1266666667,0.1182765929,1.7457666667,1.6301315789
170501_8,N54899,Day2,3,0,F,381,old,57.6,98.749,11.9,22.614,19.8,34.249,11.3,21.828,14.6,20.058,0.2534722222,0.2031210443,1.7143923611,1.3738356164
161107_1,N54716/N54915,Day2,4,4,F,383,old,21.6,23.597,1.2,1.114,0,0,1.9,1.999,18.5,20.484,0.8564814815,0.8680764504,1.0924537037,1.1072432432
161107_2,N54714/N54916,Day2,4,4,F,383,old,32.4,24.81,7.4,9.505,0.6,0.754,12.2,11.143,12.4,3.409,0.3827160494,0.1374042725,0.7657407407,0.2749193548
161107_3,N54717,Day2,4,4,F,383,old,60,71.448,10.7,14.716,18,22.811,24.4,24.745,6.9,9.177,0.115,0.1284430635,1.1908,1.33
161107_4,N54715/N54917,Day2,4,4,M,379,old,37,50.374,0.1,0.295,1.5,3.474,13.4,19.894,22,26.711,0.5945945946,0.5302537023,1.3614594595,1.2141363636
161107_5,N54718//N54721,Day2,4,4,M,379,old,19,17.993,4.4,6.096,0.8,1.377,5.6,4.261,8.1,6.26,0.4263157895,0.3479130773,0.947,0.7728395062
161107_6,N54719,Day2,4,4,M,379,old,27.4,6.424,0,0,0,0,0,0,27.4,6.424,1,1,0.2344525547,0.2344525547
161107_7,N54720,Day2,4,4,M,379,old,27.2,14.191,0,0,0,0,9.7,3.605,17.5,10.586,0.6433823529,0.7459657529,0.5217279412,0.6049142857
161107_8,N54722,Day2,4,4,M,379,old,6.4,6.85,0,0,0,0,2.4,4.293,4,2.556,0.625,0.3731386861,1.0703125,0.639
170123_1,N54760/N54754/N54755,Day2,4,0,F,400,old,18.2,,0,0,0,0,18.2,0,0,0,0,,,
170123_2,N54757/N54759,Day2,4,0,F,400,old,4.1,3.441,0,0,0,0,0.4,1.016,3.8,2.425,0.9268292683,0.7047369951,0.8392682927,0.6381578947
170123_3,N54765,Day2,4,0,F,400,old,36.5,57.355,5.5,9.078,4.4,9.636,4.2,6.751,22.4,31.889,0.6136986301,0.5559933746,1.571369863,1.4236160714
170123_4,N54766,Day2,4,4,M,396,old,20.3,26.35,19,12.061,0.3,4.851,0,0,0.9,9.439,0.0443349754,0.3582163188,1.2980295567,10.487777778
170123_5,N54770,Day2,4,4,M,396,old,22.2,23.794,8.4,10.947,5.4,6.063,0,0,8.4,6.784,0.3783783784,0.2851138943,1.0718018018,0.8076190476
170123_6,N54761,Day2,4,4,F,396,old,60,67.908,16.4,20.156,19.9,15.371,13.7,16.911,9.9,15.469,0.165,0.2277934853,1.1318,1.5625252525
170123_7,N54762,Day2,4,4,F,396,old,50.2,46.933,27.3,28.022,10.4,7.604,0,0,12.5,11.307,0.2490039841,0.2409179042,0.9349203187,0.90456
170123_8,N54763,Day2,4,4,F,396,old,24.3,26.187,0,0,7.3,12.716,1,1.835,15.9,11.635,0.6543209877,0.4443044259,1.077654321,0.7317610063
170123_9,N54764,Day2,4,4,F,396,old,33.3,57.715,4,8.062,2.6,4.195,8.2,16.748,18.5,28.71,0.5555555556,0.4974443386,1.7331831832,1.5518918919
170123_10,N54771,Day2,4,3,F,388,old,37.6,56.962,9.4,14.453,0,0,1.3,2.458,26.9,40.05,0.7154255319,0.7031003125,1.5149468085,1.4888475836
170123_11,N54772,Day2,4,3,F,388,old,6.8,8.161,0.8,2.196,2.2,3.835,0,0,3.7,2.13,0.5441176471,0.2609974268,1.2001470588,0.5756756757
170123_12,,Day2,4,3,F,388,old,14.8,19.107,5.1,8.423,3.1,4.851,0,0,6.7,5.834,0.4527027027,0.305333124,1.2910135135,0.8707462687
170206_1,N54798,Day2,4,3,F,394,old,28.2,40.607,6.2,10.389,1.4,1.77,4.2,8.357,16.5,20.091,0.585106383,0.4947669121,1.439964539,1.2176363636
170206_2,N54805/N54800,Day2,4,3,F,394,old,12.2,17.403,0,0,3.6,5.572,2.1,5.473,6.4,6.358,0.5245901639,0.3653393093,1.4264754098,0.9934375
170206_3,N54801,Day2,4,3,M,393,old,35.8,67.941,8.3,16.158,4.9,11.569,6.3,14.355,16.4,25.859,0.4581005587,0.3806096466,1.8977932961,1.5767682927
170206_4,N54802,Day2,4,3,M,393,old,14.1,11.831,1.1,1.704,2.8,4.621,5.6,4.621,4.5,0.885,0.3191489362,0.0748034824,0.8390780142,0.1966666667
170206_5,N54803,Day2,4,3,M,393,old,8.7,11.438,1.8,3.507,0.5,0.95,1.9,4.621,4.5,2.36,0.5172413793,0.2063297779,1.3147126437,0.5244444444
170206_6,N54804,Day2,4,3,M,383,old,13.8,20.517,4,8.751,2.9,5.146,0,0,6.9,6.62,0.5,0.3226592582,1.4867391304,0.9594202899
170206_7,N54806,Day2,4,3,M,383,old,14.3,27.104,3.3,8.095,2.5,6.129,2.6,6.03,6,6.85,0.4195804196,0.2527302243,1.8953846154,1.1416666667
170206_8,N54807,Day2,4,3,M,383,old,9,15.207,0,0,0,0,4,11.078,5,4.13,0.5555555556,0.2715854541,1.6896666667,0.826
170206_9,N54818,Day2,4,0,M,367,old,6.8,8.685,1,2.065,0.8,1.901,1.2,2.327,3.7,2.393,0.5441176471,0.2755325273,1.2772058824,0.6467567568
170206_10,N54824,Day2,4,0,M,367,old,25.7,39.624,14.5,24.482,2.4,3.966,4.9,8.554,3.9,2.622,0.1517509728,0.066172017,1.5417898833,0.6723076923
170206_11,N54825,Day2,4,0,M,367,old,7.2,0,0,0,0,0,7.2,0,0,0,0,,0,
170206_12,N54826,Day2,4,0,M,367,old,29.8,48.899,3.2,6.096,1.3,2.917,12,21.5,13.4,18.386,0.4496644295,0.3759995092,1.6409060403,1.3720895522
170227_1,N54859,Day2,4,0,F,120,young,8.9,10.684,4.9,8.39,0.4,0.787,0,0,3.7,1.508,0.4157303371,0.1411456383,1.2004494382,0.4075675676
170227_2,N54860,Day2,4,0,F,120,young,4.5,1.016,0,0,0,0,0,0,4.5,1.016,1,1,0.2257777778,0.2257777778
170227_3,N54861,Day2,4,0,F,120,young,60,116.774,11.2,19.992,4.3,9.406,13,28.219,31.5,59.157,0.525,0.5065939336,1.9462333333,1.878
170227_4,N54873,Day2,4,0,F,120,young,32.3,46.703,6.7,11.569,4,4.654,9.7,14.847,11.8,15.633,0.3653250774,0.3347322442,1.4459133127,1.3248305085
170227_5,N54874,Day2,4,0,F,120,young,4.2,0.59,0,0,0,0,0,0,4.2,0.59,1,1,0.1404761905,0.1404761905
170227_6,N54875,Day2,4,0,M,120,young,60,87.245,46.5,60.599,5.1,10.815,1.8,3.638,6.6,12.192,0.11,0.139744398,1.4540833333,1.8472727273
170227_7,N54876,Day2,4,0,M,120,young,16.9,14.65,0,0,0,0,2.5,2.491,14.4,12.159,0.8520710059,0.8299658703,0.8668639053,0.844375
170227_8,N54877,Day2,4,0,M,120,young,8.9,11.7,0,0,0,0,0,0,8.9,11.7,1,1,1.3146067416,1.3146067416
170227_9,N54879,Day2,4,0,M,120,young,11.5,10.127,0,0,0,0,0.9,0.655,10.5,9.472,0.9130434783,0.935321418,0.8806086957,0.9020952381
170227_10,N54880,Day2,4,0,M,120,young,49.2,82.099,26.5,41.066,4,8.357,3.9,8.783,14.9,23.892,0.3028455285,0.2910145069,1.6686788618,1.6034899329
170313_1,N54837,Day2,4,0,F,380,old,22.1,14.126,1.5,3.277,0,0,0.6,1.311,20,9.537,0.9049773756,0.6751380433,0.6391855204,0.47685
170313_2,N54838,Day2,4,0,F,380,old,15.5,14.552,6.5,5.998,0,0,0,0,9,8.554,0.5806451613,0.5878229797,0.9388387097,0.9504444444
170313_3,N54843,Day2,4,0,M,380,old,14.5,6.883,0,0,0,0,0,0,14.5,6.883,1,1,0.4746896552,0.4746896552
170313_4,N54844,Day2,4,0,M,380,old,5.6,2.065,0,0,0,0,0,0,5.6,2.065,1,1,0.36875,0.36875
170313_5,N54856,Day2,4,0,M,380,old,5.3,3.835,0,0,0,0,0,0,5.3,3.835,1,1,0.7235849057,0.7235849057
170313_6,N54857,Day2,4,0,M,380,old,17.8,15.076,8.6,7.44,0,0,0.4,0.852,8.9,6.784,0.5,0.4499867339,0.8469662921,0.762247191
170313_7,N54858,Day2,4,0,M,380,old,4.5,2.687,0,0,0,0,0,0,4.5,2.687,1,1,0.5971111111,0.5971111111
170501_3,N54891/N54900LRspecific,Day2,4,0,M,381,old,29.8,37.231,2.3,3.572,0,0,3.7,7.21,23.7,26.449,0.7953020134,0.7104026215,1.2493624161,1.1159915612
170501_4,N54892,Day2,4,0,F,381,old,8.4,2.556,0,0,0,0,0,0,8.4,2.556,1,1,0.3042857143,0.3042857143
170501_5,N54893,Day2,4,0,M,381,old,24.4,19.894,0,0,0,0,2,0.852,22.4,19.042,0.9180327869,0.957173017,0.8153278689,0.8500892857
170501_6,N54897,Day2,4,0,M,381,old,25.5,31.791,6.9,7.669,2,2.622,2.4,3.671,14.3,17.829,0.5607843137,0.5608190997,1.2467058824,1.2467832168
170501_7,N54898,Day2,4,0,F,381,old,60,107.303,25.1,41.23,12.5,27.104,11,21.402,11.4,17.567,0.19,0.1637139689,1.7883833333,1.5409649123
170501_8,N54899,Day2,4,0,F,381,old,20.7,31.627,8,14.093,2.9,5.703,1.9,3.277,7.9,8.554,0.3816425121,0.2704651089,1.5278743961,1.0827848101
161107_1,N54716/N54915,Day3,1,4,F,383,old,60,84.099,1,1.442,35.8,53.061,9.1,14.748,14.2,14.847,0.2366666667,0.1765419327,1.40165,1.0455633803
161107_2,N54714/N54916,Day3,1,4,F,383,old,60,85.639,14,19.894,13.2,17.764,22.8,31.791,10,16.19,0.1666666667,0.1890493817,1.4273166667,1.619
161107_3,N54717,Day3,1,4,F,383,old,19.7,24.482,3.5,6.194,4.5,7.964,6.8,7.767,4.8,2.556,0.2436548223,0.104403235,1.2427411168,0.5325
161107_4,N54715/N54917,Day3,1,4,M,379,old,34.7,51.947,2.9,7.735,5.4,11.242,11.8,14.585,14.6,18.386,0.4207492795,0.3539376672,1.4970317003,1.2593150685
161107_5,N54718//N54721,Day3,1,4,M,379,old,18.3,13.732,4.3,5.899,8.9,5.244,0,0,5.1,2.589,0.2786885246,0.1885377221,0.7503825137,0.5076470588
161107_6,N54719,Day3,1,4,M,379,old,33.6,45.917,5.5,8.587,4.2,7.735,8.6,11.635,15.3,17.96,0.4553571429,0.3911405362,1.366577381,1.1738562092
161107_7,N54720,Day3,1,4,M,379,old,60,63.09,25.9,21.664,13.6,16.354,9.8,9.275,10.7,15.797,0.1783333333,0.2503883341,1.0515,1.4763551402
161107_8,N54722,Day3,1,4,M,379,old,35.4,59.485,6.4,14.552,8.2,12.389,4.7,11.34,16,21.205,0.4519774011,0.3564764226,1.6803672316,1.3253125
170123_1,N54760/N54754/N54755,Day3,1,0,F,400,old,29.7,55.814,6.2,14.879,5.7,10.684,7.6,14.355,10.2,15.895,0.3434343434,0.2847851793,1.8792592593,1.5583333333
170123_2,N54757/N54759,Day3,1,0,F,400,old,4.9,4.851,0,0,0,0,0.5,1.377,4.4,3.474,0.8979591837,0.7161410019,0.99,0.7895454545
170123_3,N54765,Day3,1,0,F,400,old,25.8,40.935,7.8,15.699,2.5,5.146,3.8,8.521,11.7,11.569,0.4534883721,0.2826187859,1.586627907,0.9888034188
170123_4,N54766,Day3,1,4,M,396,old,13.3,12.618,0,0,0,0,7.8,9.505,5.5,3.114,0.4135338346,0.2467902996,0.9487218045,0.5661818182
170123_5,N54770,Day3,1,4,M,396,old,15.1,16.223,0.1,0,2,3.376,0,0,13,12.847,0.8609271523,0.7919003883,1.0743708609,0.9882307692
170123_6,N54761,Day3,1,4,F,396,old,60,52.209,14.5,18.157,17.7,16.813,21.5,9.439,6.2,7.8,0.1033333333,0.1493995288,0.87015,1.2580645161
170123_7,N54762,Day3,1,4,F,396,old,27,,0,0,0,0,27,0,0,0,0,,,
170123_8,N54763,Day3,1,4,F,396,old,42.3,55.946,19,22.844,12.7,22.68,1.9,3.507,8.8,6.915,0.2080378251,0.1236013299,1.3226004728,0.7857954545
170123_9,N54764,Day3,1,4,F,396,old,22.5,40.607,2.4,3.998,0,0,8.6,18.386,11.5,18.222,0.5111111111,0.448740365,1.8047555556,1.5845217391
170123_10,N54771,Day3,1,3,F,388,old,12.5,16.453,0.4,0.885,3.4,8.194,2.7,4.523,6.1,2.851,0.488,0.1732814684,1.31624,0.4673770492
170123_11,N54772,Day3,1,3,F,388,old,7.7,10.783,0.1,0.393,0.6,1.409,0,0,7,8.98,0.9090909091,0.8327923583,1.4003896104,1.2828571429
170123_12,,Day3,1,3,F,388,old,60,106.909,12.2,22.876,12.5,23.204,20.7,31.234,14.6,29.595,0.2433333333,0.276824215,1.7818166667,2.0270547945
170206_1,N54798,Day3,1,3,F,394,old,60,97.405,18.7,29.595,3.4,6.883,10.1,17.6,27.8,43.327,0.4633333333,0.4448128946,1.6234166667,1.5585251799
170206_2,N54805/N54800,Day3,1,3,F,394,old,60,111.826,11.9,22.778,10,19.468,18,30.775,20,38.805,0.3333333333,0.3470123227,1.8637666667,1.94025
170206_3,N54801,Day3,1,3,M,393,old,31.6,53.422,2.4,5.834,13.1,21.5,8,17.338,8.1,8.751,0.2563291139,0.1638089177,1.6905696203,1.0803703704
170206_4,N54802,Day3,1,3,M,393,old,60,81.083,21.4,19.435,4.3,5.965,10.1,18.059,24.2,37.625,0.4033333333,0.4640306846,1.3513833333,1.5547520661
170206_5,N54803,Day3,1,3,M,393,old,60,109.826,15.7,30.021,24.7,43.557,7.3,14.716,12.3,21.533,0.205,0.1960646841,1.8304333333,1.7506504065
170206_6,N54804,Day3,1,3,M,383,old,11,14.879,1.2,2.327,1.3,2.884,3.5,6.096,4.9,3.572,0.4454545455,0.2400698972,1.3526363636,0.7289795918
170206_7,N54806,Day3,1,3,M,383,old,12.9,18.124,1.8,3.966,0.9,1.803,2,4.326,8.2,8.03,0.6356589147,0.4430589274,1.4049612403,0.9792682927
170206_8,N54807,Day3,1,3,M,383,old,4.1,2.917,0,0,0,0,0.4,0.688,3.7,2.229,0.9024390244,0.764141241,0.7114634146,0.6024324324
170206_9,N54818,Day3,1,0,M,367,old,50.1,89.277,6,12.553,8.8,18.681,21.4,38.575,13.9,19.468,0.2774451098,0.2180628829,1.7819760479,1.4005755396
170206_10,N54824,Day3,1,0,M,367,old,60,124.378,13.1,28.186,12.2,27.629,11.6,28.35,23.1,40.214,0.385,0.3233208445,2.0729666667,1.7408658009
170206_11,N54825,Day3,1,0,M,367,old,60,109.138,10.5,18.55,8.3,14.421,12.4,23.302,28.9,52.865,0.4816666667,0.4843867397,1.8189666667,1.8292387543
170206_12,N54826,Day3,1,0,M,367,old,13.6,22.09,2.2,3.933,2.4,4.425,3.5,7.636,5.5,6.096,0.4044117647,0.2759619737,1.6242647059,1.1083636364
170227_1,N54859,Day3,1,0,F,120,young,3.2,,0,0,0,0,0,0,3.2,0,1,,,0
170227_2,N54860,Day3,1,0,F,120,young,17.4,22.68,5.8,6.653,0,0,5.6,11.897,6,4.13,0.3448275862,0.1820987654,1.3034482759,0.6883333333
170227_3,N54861,Day3,1,0,F,120,young,60,101.567,27.7,41.754,2.4,5.375,7.3,13.274,22.7,41.164,0.3783333333,0.4052891195,1.6927833333,1.8133920705
170227_4,N54873,Day3,1,0,F,120,young,60,95.176,10.8,19.533,2.2,5.014,9.6,17.633,37.4,52.996,0.6233333333,0.5568210473,1.5862666667,1.4170053476
170227_5,N54874,Day3,1,0,F,120,young,12.8,18.452,5,8.947,0,0,0.5,0.688,7.3,8.816,0.5703125,0.4777801864,1.4415625,1.2076712329
170227_6,N54875,Day3,1,0,M,120,young,17.8,11.143,0,0,0,0,0,0,17.8,11.143,1,1,0.626011236,0.626011236
170227_7,N54876,Day3,1,0,M,120,young,10.2,14.748,0,0,0,0,0,0,10.2,14.748,1,1,1.4458823529,1.4458823529
170227_8,N54877,Day3,1,0,M,120,young,60,75.25,36.3,39.263,0,0,0,0,23.7,35.986,0.395,0.4782192691,1.2541666667,1.5183966245
170227_9,N54879,Day3,1,0,M,120,young,10.1,15.109,0.7,1.704,0,0,0,0,9.4,13.405,0.9306930693,0.887219538,1.4959405941,1.4260638298
170227_10,N54880,Day3,1,0,M,120,young,25.2,20.648,20.3,15.306,0,0,0,0,4.9,5.342,0.1944444444,0.2587175513,0.8193650794,1.0902040816
170313_1,N54837,Day3,1,0,F,380,old,23,3.114,0,0,0,0,0,0,23,3.114,1,1,0.1353913043,0.1353913043
170313_2,N54838,Day3,1,0,F,380,old,18.1,19.173,9.4,12.389,0,0,0,0,8.7,6.784,0.4806629834,0.353830908,1.059281768,0.7797701149
170313_3,N54843,Day3,1,0,M,380,old,60,64.008,19.9,21.631,17,21.172,6.7,9.963,16.3,11.242,0.2716666667,0.1756342957,1.0668,0.6896932515
170313_4,N54844,Day3,1,0,M,380,old,3.6,0.557,0,0,0,0,0,0,3.6,0.557,1,1,0.1547222222,0.1547222222
170313_5,N54856,Day3,1,0,M,380,old,9.3,8.947,0,0,0,0,0,0,9.3,8.947,1,1,0.9620430108,0.9620430108
170313_6,N54857,Day3,1,0,M,380,old,23.5,25.597,1.4,3.54,3.1,5.998,3,4.851,16,11.209,0.6808510638,0.4379028792,1.0892340426,0.7005625
170313_7,N54858,Day3,1,0,M,380,old,3.2,0,0,0,0,0,0,0,3.2,0,1,,0,0
170501_3,N54891/N54900LRspecific,Day3,1,0,M,381,old,10.8,8.194,0.8,0.819,0,0,0,0,10,7.374,0.9259259259,0.8999267757,0.7587037037,0.7374
170501_4,N54892,Day3,1,0,F,381,old,9.8,10.226,2.9,2.72,0,0,0,0,6.9,7.505,0.7040816327,0.7339135537,1.0434693878,1.0876811594
170501_5,N54893,Day3,1,0,M,381,old,32.5,35.232,14.7,14.716,7.8,11.864,4.2,5.014,5.8,3.638,0.1784615385,0.1032584015,1.0840615385,0.6272413793
170501_6,N54897,Day3,1,0,M,381,old,9.6,8.783,2,2.196,0,0,0,0,7.6,6.588,0.7916666667,0.7500853922,0.9148958333,0.8668421053
170501_7,N54898,Day3,1,0,F,381,old,6.4,3.54,0,0,0,0,0,0,6.4,3.54,1,1,0.553125,0.553125
170501_8,N54899,Day3,1,0,F,381,old,20.9,30.447,6.5,10.914,0,0,5.9,9.767,8.6,9.767,0.4114832536,0.3207869412,1.4567942584,1.1356976744
161107_1,N54716/N54915,Day3,2,4,F,383,old,60,58.502,13.4,17.174,24,17.206,12,10.848,10.6,13.274,0.1766666667,0.2268982257,0.9750333333,1.2522641509
161107_2,N54714/N54916,Day3,2,4,F,383,old,17.5,11.34,1.6,2.917,11.9,5.899,0,0,4.1,2.524,0.2342857143,0.2225749559,0.648,0.6156097561
161107_3,N54717,Day3,2,4,F,383,old,51.2,80.854,4.3,8.128,10.4,17.37,25.2,42.377,11.3,12.979,0.220703125,0.1605239073,1.5791796875,1.1485840708
